att_1,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_20,att_21,att_22,att_23,att_24,att_25,att_26,att_27,att_28,att_29,att_30,att_31,att_32,att_33,att_34,att_35,att_36,att_37,att_38,att_39,att_40,att_41,att_42,att_43,att_44,att_45,att_46,att_47,att_48,att_49,att_50,att_51,att_52,att_53,att_54,att_55,att_56,att_57,att_58,att_59,att_60,att_61,att_62,att_63,att_64,att_65,att_66,class
2.060264,2.083442,1.255174,4.645426,-0.428153,-2.73152,-1.471382,0.176066,-1.597749,1.097391,0.329165,-0.33452,-1.209525,-0.734777,-0.69082,0.253099,0.015607,-0.132786,-0.483819,-0.464461,-0.772986,-0.103458,0.127774,-0.107004,-0.085665,0.137994,-0.318693,0.08681,0.083457,0.669138,0.008499,0.177424,0.008844,-0.070776,0.078208,-0.031013,-0.067707,-0.09849,0.04624,-0.044808,0.059188,0.132046,-0.038117,-0.023336,0.198621,-0.097185,-0.072474,0.009404,0.04,0.03128,0.004758,-0.025908,0.017611,0.04446,0.029384,0.042431,-0.003492,0.013122,-0.004069,0.00782,0.005404,0.016565,0.005726,-0.013473,0.000593,0.141379,+1
1.629744,0.700262,4.966086,4.091963,-0.297006,-0.366742,-2.586041,-0.311927,-0.235987,1.329154,1.881231,0.336731,-0.727616,1.364408,-0.934391,-0.179795,-0.162101,0.589426,0.102909,0.69834,0.255628,0.308369,-0.539183,-0.008719,-0.364532,0.0182,0.055775,-0.530566,0.176399,-0.0163,-0.2527,0.014479,0.078827,-0.057137,-0.098227,-0.022523,-0.099491,0.088904,0.026085,-0.105541,0.022329,-0.082895,-0.026177,-0.0042,-0.019306,0.029402,0.070153,0.047628,-0.037451,-0.0343,-0.020477,0.034512,0.00583,-0.069663,-0.063748,-0.019174,-0.001406,-0.006356,0.008857,-0.010032,0.019557,0.004601,0.028503,0.004431,-0.009436,0.145739,+1
5.420397,-3.45729,-1.770668,-6.720003,4.711257,-1.154739,-2.290824,-0.665855,-0.448666,0.417094,1.336166,0.444861,0.36504,-0.461174,-0.201282,0.104885,0.281932,-0.160693,0.456486,-0.195178,0.045434,0.437189,0.111913,-0.180946,0.168389,-0.162512,-0.336732,-0.313988,0.013037,0.019058,0.031826,0.278938,-0.126809,0.011674,-0.021343,0.377998,0.016248,-0.129346,-0.06872,-0.143411,0.033958,-0.011625,0.083236,0.092988,-0.097781,-0.057126,-0.073784,-0.130726,0.033612,0.00233,-0.011892,0.007324,0.056271,0.017122,-0.023105,-0.007139,-0.017058,0.007026,0.020619,-0.013119,0.001932,0.010955,0.019331,0.015291,0.000917,0.056785,+1
13.422952,-3.209193,3.273637,-1.873607,4.788329,-2.049537,1.511689,0.308354,-0.411954,-0.445027,0.366894,-0.337277,-0.044554,-0.137524,0.4861,-0.96404,0.729807,-0.040962,0.122115,-0.735675,0.266115,0.096186,-0.458028,0.071705,0.011584,0.239619,0.000916,0.133761,0.096345,-0.080199,-0.305617,-0.141964,0.059032,0.025875,0.292178,-0.068066,0.050705,0.092267,-0.019698,0.088355,0.009479,0.015303,-0.064184,-0.183226,0.050722,-0.069964,0.045164,0.102343,-0.071439,-0.034268,-0.025395,-0.122835,-0.004764,-0.05514,0.029244,-0.028389,-0.00896,0.005546,-0.009346,-0.021594,0.018474,0.01991,0.00694,-0.006434,0.004959,0.497164,+1
3.750993,-3.102422,-0.630935,-3.822299,6.547677,0.395849,-1.016758,-0.929216,-0.798029,1.666536,-0.134548,0.877595,0.11867,0.426544,0.380472,0.312664,-0.413899,-0.404469,-0.712391,0.662585,-0.178964,-0.212595,0.024004,-0.054884,-0.273623,0.093888,-0.059884,0.312512,0.158537,0.011907,0.330045,-0.01217,0.05751,-0.084505,-0.170909,-0.369217,0.108472,0.169583,0.026105,0.032377,-0.027125,-0.009163,-0.005519,0.113147,0.041474,0.094351,0.007955,0.039873,0.003466,0.047777,-0.023376,0.012331,-0.001285,0.004808,0.036406,0.030173,0.026241,0.00878,0.004344,-0.031883,0.01034,-0.005422,-0.005823,-0.012437,-0.0031,-0.066143,+1
4.667658,2.059696,0.808326,1.180015,-0.042561,2.644387,-0.005726,-3.199649,0.267233,0.469176,-1.339994,-1.295297,0.240041,-0.502227,-0.02491,0.049672,-0.582808,-0.22596,0.09697,-0.111988,0.20961,-0.16408,-0.16149,-0.013425,0.279257,0.14602,-0.270877,-0.009676,0.08368,-0.051769,-0.192512,-0.233719,-0.098713,0.017682,-0.333383,0.253561,0.04756,0.046402,0.062363,-0.022776,-0.146699,-0.054495,0.041071,-0.007659,0.143524,-0.109338,0.13012,0.051892,0.058048,0.030408,-0.140356,0.053739,-0.014347,0.047424,-0.00545,0.007376,-0.016194,0.01188,0.016538,-0.077213,0.029473,0.032326,0.020935,-0.014935,-0.012324,0.077729,+1
-2.749693,0.246792,1.985174,0.776915,0.951908,-0.683828,0.453619,0.071062,-1.296506,-1.82057,-0.081467,-0.689348,-0.762045,0.083896,-0.566588,0.53652,-0.202251,0.454221,0.503468,-0.231719,0.854679,-0.72112,-0.029325,-0.458706,-0.317566,-0.087553,-0.269566,0.289817,0.206427,-0.100452,0.367716,0.035767,-0.31506,0.142931,0.162987,0.024752,-0.228193,0.155903,-0.042928,-0.090102,-0.025654,-0.0825,-0.010432,0.060939,-0.00589,0.00981,0.077197,0.004088,-0.022857,0.024059,0.063052,-0.000595,0.029037,0.038039,0.022061,-0.00748,0.005009,-0.001398,0.000315,0.015739,-0.007005,-0.000172,0.01827,0.018308,-0.001634,-0.041211,-1
-1.90782,-1.521913,2.010758,-1.863743,2.359733,-1.673881,1.216462,0.189518,0.554883,-0.954539,0.459683,-0.834043,-2.44103,-1.387722,0.92606,0.160121,-0.051403,0.361583,-0.066664,0.951698,-0.380374,-0.00826,0.320319,-0.130341,0.196298,-0.049127,0.466216,-0.20823,-0.054883,0.017981,0.118685,-0.217298,0.141079,0.285188,-0.014891,0.139769,-0.020156,-0.021635,0.031895,-0.046528,0.019821,-0.009165,-0.059061,-0.045676,0.050415,0.033068,0.058791,-0.005589,-0.004162,0.011954,-0.01864,0.017937,-0.0248,0.005147,-0.068677,0.008956,0.006721,-0.024814,-0.003215,-0.000135,-0.005233,0.010784,-0.004985,-0.006242,0.001275,-0.203713,-1
9.875335,-7.426681,-1.584426,3.442411,-2.511721,-2.683656,-3.991498,1.075893,-2.114988,-1.772905,-0.283764,1.041988,0.917276,-0.085151,0.164957,0.447456,-0.020108,-0.586214,0.981256,0.192664,0.019296,0.325111,-0.046035,0.00212,0.173912,-0.210893,0.276275,0.097497,0.105704,0.20213,0.120786,-0.148515,0.065719,0.086771,-0.126604,-0.068259,0.071142,-0.019739,-0.029565,0.10449,-0.042394,-0.011785,-0.007486,0.008777,0.003373,-0.057869,0.104479,0.033597,-0.026721,0.074194,-0.008269,0.058914,-0.060785,0.02964,-0.024369,-0.028332,0.001972,-0.005055,0.009585,0.005223,-0.001504,0.010774,-0.006737,-0.002361,-0.000689,0.297181,+1
8.684067,-5.309572,-1.842665,3.301004,-2.417931,3.082299,-1.572558,0.497235,1.055199,-1.209045,0.322454,0.219399,0.089189,-0.200224,1.507004,-0.714814,0.088596,0.775708,-0.899967,-0.112532,0.078066,0.23239,0.272162,0.225679,-0.263781,-0.150819,-0.549609,0.067982,0.17801,-0.075022,0.132758,-0.117699,0.09846,0.052342,-0.051295,-0.004332,-0.073624,-0.054226,0.102577,-0.142491,0.031023,0.038866,0.000685,0.064595,0.022911,0.004473,-0.051621,0.001167,-0.107655,-0.024519,-0.042039,-0.035104,0.086749,0.026984,-0.025988,-0.012572,0.031438,-0.025379,0.005043,-0.009126,-0.003154,-0.032559,0.02932,0.015872,0.013308,0.214855,-1
2.925026,-0.893185,-1.284121,-2.682973,-1.987314,-1.973867,-3.449783,0.297503,1.146015,2.150195,-1.329773,1.014835,-2.085334,-0.076323,-0.409123,0.368451,0.213868,0.7208,-0.264061,-0.651385,0.459633,0.246967,-0.314783,0.350732,0.252352,-0.21914,-0.096713,0.191613,-0.14455,-0.299595,0.064654,-0.214916,-0.064043,0.016241,-0.124894,-0.009215,-0.007361,0.030102,-0.068778,0.06712,-0.008162,0.003082,-0.015709,-0.067392,0.003095,0.011854,-0.029086,-0.028901,0.043919,0.036705,0.086104,0.032765,-0.036187,0.02316,0.023188,0.004174,0.021212,-0.000183,-0.023014,0.02747,-0.022287,0.002096,-0.023732,0.000101,0.011417,0.089996,+1
8.087852,1.564854,-7.903095,1.631155,0.719544,0.363894,-1.417726,-0.257623,1.102912,-0.604625,-0.963402,0.307141,-0.42257,0.940754,-0.370119,0.652233,1.190863,0.224296,-0.23506,0.315625,-0.419806,-0.176366,0.40844,-0.695706,-0.227238,0.091083,-0.062791,-0.011683,-0.393588,-0.128709,-0.23512,0.12036,-0.174337,0.003911,0.09227,0.014918,0.154996,0.043835,0.098269,0.000438,-0.045381,0.01032,0.06732,-0.014713,0.043097,-0.011864,0.111181,0.025239,-0.059969,-0.051598,0.034988,-0.01996,-0.057016,-0.030836,-0.042676,-0.024745,-0.037774,-0.017361,0,-0.003172,-0.003226,0.014549,0.010882,-0.007921,-0.006883,-0.04432,+1
-1.290881,1.465117,-0.085508,-3.182563,0.462994,0.329029,-0.395773,0.10587,-0.35551,0.56078,-0.723899,0.767289,0.256495,-0.042598,0.484601,-0.671136,0.057729,0.335793,0.538744,-0.381878,0.197505,-0.357341,0.056886,-0.381273,-0.353577,0.198207,0.146062,0.217644,0.116633,0.33049,-0.339573,-0.143463,0.097987,0.007772,-0.198532,0.099846,-0.256126,-0.174156,0.181696,0.134513,0.15904,0.104791,0.045952,0.018805,-0.01009,0.211046,0.055799,-0.055611,-0.009874,-0.073798,0.001965,0.09033,-0.037065,-0.002627,-0.031322,0.008609,-0.00186,0.013555,0.066147,0.013878,-0.034957,-0.030681,-0.005624,0.00575,0.014801,-0.073355,+1
0.057423,-1.505814,-5.247088,2.923485,2.218623,-0.118174,1.827247,1.477919,-0.217175,0.867064,-1.432011,0.710299,-0.017106,-0.161896,-1.073093,-0.686747,0.293258,-0.448959,-0.035412,-0.018294,0.771781,-0.640074,0.267204,0.338878,0.011323,-0.051928,-0.007546,-0.553948,0.129522,-0.056282,0.180777,0.091318,0.395281,0.15903,0.088373,0.014216,-0.03931,-0.171787,0.066342,-0.007847,-0.106372,-0.057648,0.06135,-0.01627,0.064637,0.011827,-0.033265,-0.012343,-0.003999,0.031827,-0.049349,-0.000594,-0.007239,-0.038589,-0.015,0.028719,-0.007343,-0.028097,-0.016318,-0.004603,0.003707,0.003009,-0.00152,-0.00333,-0.008045,-0.123396,+1
-2.267048,-6.797474,2.525058,-3.164973,-0.887913,-1.60881,-0.667657,1.658731,0.591077,-0.854695,0.543352,-0.983448,0.891533,-0.65152,-1.079273,-0.645673,0.122611,0.35071,-0.644699,0.681983,-0.246654,-0.472071,-0.01873,0.070327,0.016258,0.060087,-0.280147,-0.160682,-0.018457,-0.157193,-0.229407,-0.206213,-0.282887,-0.27521,0.022754,-0.100562,-0.05279,-0.178871,-0.036547,0.16064,-0.116654,0.014792,0.046683,-0.002997,0.0244,0.02826,0.005637,-0.003731,0.029987,0.078173,0.001878,0.029974,-0.059746,0.058122,0.003921,0.042457,-0.003049,-0.010934,0.004909,0.047975,0.013252,-0.009244,0.002492,0.025772,-0.013289,0.192794,+1
0.369198,-4.628839,-2.086326,0.80165,1.624078,-2.163875,3.224878,1.69926,-0.931705,-0.273802,-1.550672,-1.618376,-0.446957,2.022288,-0.032809,-1.094057,-0.671347,0.286239,-0.142921,0.207338,-0.008419,0.224875,-0.015118,0.071133,0.054883,-0.024139,-0.011246,0.024691,-0.361392,0.256457,0.018302,0.033736,-0.041229,-0.059259,-0.29464,0.13032,0.030231,0.026614,-0.048835,-0.010896,0.065059,0.004503,-0.056403,0.022824,-0.06645,-0.076141,-0.028762,-0.048408,0.006577,-0.016708,0.044528,-0.012961,0.054548,0.047273,0.023259,-0.068298,0.014065,0.040122,0.011509,0.010858,0.004099,0.004465,-0.014548,-0.001174,0.010656,-0.026144,+1
-5.401892,-0.721042,-0.75157,-1.091932,-0.933972,0.50025,-1.010733,0.94015,0.481299,0.499001,-0.957909,-0.519259,0.561994,-0.533549,-0.608952,0.08312,0.303887,0.669824,-0.294202,0.092564,0.185909,0.642764,0.396712,-0.097407,-0.03993,0.802379,0.324806,0.078825,0.318544,0.055293,0.117297,0.126006,0.127577,0.00609,0.079353,0.056698,-0.036322,0.16954,-0.316849,0.034724,-0.024214,0.105227,0.130512,0.00406,-0.014236,-0.04168,0.052799,0.060144,-0.019504,-0.013746,-0.060986,0.057076,0.074605,0.029044,0.012178,-0.066904,0.000924,-0.01146,0.01194,0.020574,0.008735,-0.004233,0.025318,-0.013598,0.017038,-0.057185,+1
2.646942,2.486144,5.295129,0.743867,0.924491,-4.858283,4.602567,0.110974,3.095482,-0.773102,0.241813,2.014076,1.260225,0.189086,-0.497217,0.916871,-0.088547,0.501825,-0.469374,-0.26605,0.056484,0.284429,0.327011,0.054587,-0.078563,-0.089233,-0.058078,0.050407,0.033975,0.251428,0.119097,-0.067037,-0.007378,0.051574,-0.164572,0.063684,-0.000954,0.01181,0.084812,-0.005345,0.000425,-0.082166,0.026523,-0.010576,-0.009448,-0.056898,0.065464,0.002119,0.024435,0.019057,-0.009757,-0.003262,-0.044634,0.000653,0.003602,0.008751,0.00343,-0.000963,0.001787,-0.02571,-0.003435,-0.008947,0.003012,-0.001193,-0.004414,0.089303,+1
6.597283,5.818957,-0.333887,-0.767213,0.093992,-1.906402,-3.872547,0.980548,2.969719,-0.031033,1.283868,-2.725461,0.18925,0.461433,-0.111464,0.214265,-0.303854,-0.946303,0.329503,0.073359,0.691431,-0.131067,0.466659,0.272502,-0.036243,0.114271,0.022854,0.238848,-0.087426,0.109357,0.045662,-0.059123,0.118081,0.016901,0.009418,-0.126438,0.07099,-0.050696,0.059904,-0.021268,0.11308,-0.013101,0.010802,-0.006542,-0.010599,0.01014,-0.050086,-0.014261,0.000443,-0.020868,-0.002026,0.015766,-0.008184,-0.002169,0.013765,-0.005249,-0.011005,-0.003558,-0.00163,-0.006494,-0.021014,-0.013025,0.001165,0.003839,-0.002044,0.14789,+1
-5.431176,-1.996524,-0.699721,0.031515,-0.2517,-1.113926,0.224646,0.023308,-0.659804,-0.747204,-0.097278,-0.518269,-0.208885,0.075208,0.433097,0.276124,0.274166,0.22393,-0.406295,0.093692,0.203854,0.055019,0.017562,0.215054,0.128051,-0.303888,-0.094374,0.263669,0.201811,0.070568,-0.182751,0.236832,-0.068339,0.028861,0.077162,-0.125777,-0.070011,0.024176,-0.021189,-0.024875,-0.0842,-0.007085,0.044257,0.055294,-0.020142,-0.047336,-0.096264,-0.069228,0.139414,-0.236487,-0.134382,0.131011,-0.156051,-0.145699,0.000237,-0.034293,0.026057,0.004818,-0.020641,-0.032791,0.040411,0.031285,-0.045542,-0.029247,0.013334,-0.10915,-1
-6.77009,-1.281128,0.021842,-0.982564,-1.34352,0.060013,-0.785997,0.262252,-0.11518,0.017123,0.091879,-0.419669,0.265494,-0.310917,0.176644,-0.045434,-0.057595,0.339299,-0.026548,-0.030202,0.01204,0.05147,-0.030628,-0.013938,-0.259073,-0.057186,-0.044561,-0.019399,0.052367,-0.065095,-0.04494,0.073487,0.187555,0.047008,-0.102213,-0.003365,0.026804,0.080034,0.076305,-0.019643,-0.075873,0.014718,-0.0592,0.099188,-0.0533,-0.051955,-0.006843,0.042916,0.133929,0.059216,0.021119,-0.195636,-0.063486,-0.047952,0.058502,-0.023656,-0.165612,-0.044648,0.129011,0.010008,-0.140313,0.077046,-0.029479,-0.039819,-0.024794,0.024036,-1
-5.925807,-1.07843,-0.948988,0.086064,-0.122555,0.028217,0.493471,0.532805,-0.505639,-0.412145,0.5245,-0.419595,0.355855,-0.103318,0.581167,0.26253,0.274873,-0.077598,-0.046118,-0.162236,0.266102,0.276598,0.053267,0.281116,-0.228419,0.005981,0.079078,-0.057618,0.038384,-0.192543,0.009289,0.213329,0.13961,-0.191676,-0.062898,0.196404,0.125665,0.132961,0.002727,0.061731,0.004123,-0.125857,-0.065033,0.009483,0.268231,0.043252,0.019374,-0.007886,0.003615,-0.089877,0.19206,0.024684,-0.075133,0.071741,-0.037708,0.153667,-0.038007,0.093616,0.043114,0.01961,0.052193,-0.017236,0.03712,-0.008211,0.029016,-0.119577,-1
-5.380148,0.23136,-0.611697,-1.112813,-0.181157,0.07653,-0.22166,0.301745,-0.057657,-0.072735,-0.68707,0.6845,0.299755,-0.418685,-0.374653,-0.683829,-0.617265,0.178988,0.332747,-0.157934,0.03579,0.082293,0.458575,-0.098021,0.56215,0.02285,-0.013451,0.012662,0.082364,0.104915,-0.478039,-0.064134,-0.093799,0.013079,0.030605,-0.29615,0.099175,0.124967,-0.103128,-0.330575,0.103899,-0.170836,-0.090718,0.106208,0.108039,0.05408,0.023663,-0.100859,-0.12556,0.025781,0.033119,-0.048922,-0.01828,-0.009182,-0.019236,0.035252,-0.007151,-0.03335,-0.034363,0.006193,-0.015667,-0.01131,-0.011661,-0.020262,-0.002344,-0.156357,-1
-4.937255,-1.098092,0.97698,0.512359,0.501725,0.509065,-0.992841,0.787446,-0.373394,-0.319108,-0.024163,-0.880415,0.87988,0.072809,0.589455,1.094732,0.719278,0.302405,-0.474824,-0.487635,-0.050392,-0.422844,-0.49432,0.243495,0.248586,0.221154,-0.0032,-0.247412,-0.158843,0.114626,0.055354,0.113296,0.033355,0.107323,-0.089062,-0.118677,0.111131,-0.065575,-0.022029,-0.214473,0.003477,0.079545,-0.051474,-0.122318,-0.056667,0.142228,0.208902,-0.117141,0.085517,0.081119,0.025068,0.009928,0.05192,-0.049172,-0.024819,-0.032188,0.056217,0.05876,0.035021,-0.015049,0.010964,-0.035221,-0.02082,-0.010924,-0.035849,-0.149321,-1
-5.775414,0.357284,1.173457,0.309883,0.138417,0.798603,-0.799945,0.114734,-1.044586,-0.075939,-0.196032,-0.733493,-0.238114,0.161104,-0.200216,0.587709,-0.155002,-0.295458,-0.431519,-0.450193,-0.299836,0.144481,0.235132,-0.077875,-0.28597,-0.066998,0.211104,-0.02982,0.336574,-0.239024,-0.127888,-0.066619,0.005016,0.006959,-0.085178,-0.021653,0.058359,-0.044535,0.152634,0.219993,0.08681,-0.215359,0.156795,-0.035577,-0.075368,-0.128,0.051372,-0.225753,-0.040506,0.015692,-0.0294,-0.144318,0.058096,-0.015364,-0.038177,0.012598,0.132611,-0.017611,-0.029016,0.033447,-0.003229,0.022162,-0.016523,-0.010667,0.013874,-0.135714,-1
-6.790637,-0.927345,0.630609,0.622107,1.761679,1.391764,-1.341001,-0.934612,0.90837,-0.087499,-0.601199,0.651859,-0.025233,0.252735,0.396431,0.145752,0.124364,0.060565,0.42676,0.465423,-0.183468,0.067888,-0.035832,0.119,0.21317,0.350844,-0.076449,0.455242,-0.114705,-0.025963,-0.029089,0.11407,0.308444,-0.278455,0.189156,0.021356,-0.307215,-0.203181,0.138676,-0.085247,-0.090318,-0.184918,-0.140133,-0.056178,-0.095091,-0.168431,0.044805,-0.026012,0.017862,0.05519,0.088205,0.014823,-0.01313,0.025119,0.038332,-0.033911,0.022726,-0.002917,-0.011964,0.010553,0.041964,0.025384,0.013806,0.015866,-0.012383,-0.026866,+1
-3.073732,-0.474623,6.256316,3.822261,4.521522,3.563159,-0.848237,-0.444621,0.246912,-0.813964,-0.211764,0.39663,-0.42341,-0.440788,-0.453063,0.223022,-0.373857,0.512765,0.698334,-0.287639,-0.170992,-0.21745,0.154822,0.575625,-0.373789,-0.167517,0.10543,0.215233,-0.344731,-0.033179,-0.118119,0.103365,0.039229,-0.01514,-0.080344,-0.036463,0.237636,-0.159923,-0.213036,0.027653,-0.050535,0.127453,0.141051,0.069544,-0.009272,0.002296,-0.032676,0.016545,-0.059242,-0.04872,0.017996,-0.01738,-0.026154,0.026072,-0.032471,-0.043237,-0.024291,-0.01794,-0.012082,0.010153,-0.000102,-0.007291,-0.004827,0.018294,0.001124,0.107169,-1
-5.986139,0.15104,1.943122,0.511263,0.807529,1.035661,0.082884,0.083623,-0.944835,0.272313,-0.381404,0.382064,-0.357972,1.12546,0.428603,0.312927,-0.479237,-1.036478,-0.826838,-0.262441,0.095802,0.275156,0.511098,-0.120457,-0.050802,-0.100198,0.036137,-0.127933,0.357913,-0.173197,-0.108122,-0.307187,-0.163747,0.014571,0.202753,0.093891,0.048208,-0.229105,-0.094187,-0.135819,0.043351,0.118528,-0.014875,-0.085476,-0.090262,-0.022849,0.045423,0.132436,0.058289,0.02687,0.091008,0.042906,-0.078468,0.017547,0,-0.033378,-0.087768,-0.001369,0.023506,-0.009926,0.016763,-0.041154,-0.004215,0.012107,0.001064,-0.175372,-1
-2.213873,-2.289227,-2.954647,0.602099,-1.120826,1.9132,2.024312,1.251222,0.393294,1.996798,1.148752,-0.413175,0.206499,-0.111134,0.017691,0.056597,-1.0618,0.099111,0.296064,0.084358,-0.073927,0.474006,-0.235078,-0.220367,0.045054,-0.032444,-0.388084,0.325983,-0.123192,0.248165,0.033146,0.000742,-0.00136,0.31311,0.263648,0.073343,0.128781,-0.068409,0.009196,0.110776,-0.166963,-0.095102,0.10238,-0.048276,0.028018,0.159434,0.083134,-0.004717,0.012394,0.045682,0.042829,-0.042634,-0.065412,-0.060629,-0.027196,-0.044069,0.035936,-0.02311,0.015232,0.027671,0.039728,-0.003222,0.022022,0.008093,0.01736,-0.003463,-1
5.182116,-2.247119,-8.302271,2.933068,1.958279,1.256202,3.611308,1.733027,0.523185,1.137838,0.762494,-0.682952,-0.019204,-0.437129,0.014911,1.451681,-0.305859,0.397301,0.82644,-0.096074,-0.427545,-0.042772,-0.166162,0.298455,0.079456,-0.056891,0.078494,-0.044136,0.289256,-0.181831,-0.105881,-0.131558,-0.119922,-0.259809,-0.020219,-0.049675,-0.160202,0.030718,-0.018573,-0.022764,0.152393,0.054284,-0.019052,0.01355,-0.068625,-0.050328,0.019088,0.059244,-0.000144,-0.025606,-0.033271,0.020759,0.007791,0.011347,0.020854,0.050614,-0.021032,-0.018716,0.006258,-0.01034,-0.037976,-0.031853,-0.016305,0.008543,-0.012462,0.106346,-1
-0.119129,-5.262753,0.85338,0.519034,-1.230375,4.249411,1.993356,-0.301195,0.528354,0.497238,1.650603,0.208447,-0.680784,-0.50501,-0.098962,-0.042427,0.329621,-0.379929,-0.340844,-0.422889,0.917339,0.046557,0.106876,-0.741592,0.210378,-0.197048,0.372142,-0.065686,-0.27921,0.298798,0.110828,-0.013927,0.036581,-0.367278,-0.115705,-0.145958,0.029528,0.021621,0.006712,0.008159,-0.068323,0.047929,-0.026158,-0.003389,-0.022556,-0.096319,0.014275,-0.034905,-0.007991,-0.013648,-0.036665,-0.008873,-0.01951,0.024283,0.005894,-0.020694,0.010493,0.008212,0.00683,0.037449,0.006394,-0.010025,-0.014852,0.005232,-0.013902,-0.020496,-1
4.945661,1.990945,3.244815,2.090084,0.712427,2.719293,0.735908,0.153844,0.950289,0.788925,-1.932651,-0.409009,0.512037,-0.588749,0.547855,-0.02483,0.985629,-0.194616,0.45602,0.621132,0.173111,0.523634,-0.258002,-0.044242,-0.460223,-0.167867,0.071798,-0.305134,0.048205,0.2964,-0.008358,-0.161312,-0.303675,0.101464,0.168337,-0.129264,-0.011345,0.002149,-0.037317,-0.017719,0.030691,-0.095907,-0.000607,0.013536,0.015709,-0.004267,-0.152863,-0.104394,0.109093,0.052051,0.067126,0.019146,0.005036,0.03924,0.059675,0.008497,0.021799,0.042058,0.006194,0.002349,-0.017881,0.008424,-0.01563,-0.006168,0.000952,0.252087,-1
-3.532813,-5.859141,1.590157,1.473877,-1.411149,0.580899,0.526472,0.983643,3.102732,-0.571646,-0.217766,0.402633,-1.011323,0.164131,-0.49524,-0.947007,0.397343,-1.491991,0.314457,-0.352105,-0.776021,-0.104074,-0.501778,-0.159186,-0.089487,0.147577,0.050314,0.212308,0.282287,-0.174298,0.10558,0.205708,-0.072972,0.078365,-0.16057,0.081019,-0.013974,0.066806,-0.067506,-0.085636,0.018541,0.012566,-0.010992,0.077122,-0.022274,0.084959,0.019538,-0.023255,0.04112,-0.008974,-0.019579,-0.001273,-0.009829,-0.020501,-0.002857,0.02295,0.009192,-0.000845,-0.000487,-0.019157,0.01117,0.000778,0.010815,-0.001101,-0.003364,0.165693,+1
4.663732,-9.62218,1.132865,-1.507529,-2.682819,-1.207271,1.203779,-5.212302,0.399926,0.157493,-0.842446,-1.446292,0.481011,0.451601,-0.599351,0.254067,-0.259472,0.414542,0.194261,-0.353293,-0.241749,0.070612,0.10721,-0.054402,-0.107049,-0.131398,0.225394,-0.132992,0,-0.02581,0.106975,0.122575,0.176098,0.011987,0.233176,-0.100006,0.015838,-0.057835,0.074239,-0.021503,0.098461,0.031501,-0.009412,0.001296,-0.025358,0.098249,-0.060947,0.048415,0.017462,0.011816,0.053824,0.031736,0.001386,-0.012852,-0.027323,0.048224,0.007127,-0.039037,-0.03527,-0.001546,-0.011945,-0.01466,0.006546,-0.010364,-0.000238,0.144755,+1
